entry_id,domain,cell_id,option_a,option_b,n_samples,rate_a_empirical,rate_b_empirical,rate_ambiguous_empirical,rate_a_baseline_empirical,rate_b_baseline_empirical,delta_sum,delta_first,n_tokens_a,n_tokens_b,baseline_delta_sum,baseline_delta_first,te_a_sum,te_b_sum,te_a_first,te_b_first,empir_te_a,empir_te_b
cloud_provider,enterprise_tech,p0_t2_e3,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,5.296875,5.296875,1,1,4.2421875,4.2421875,3.0624847412109375,2.0077972412109375,3.0624847412109375,2.0077972412109375,0.0,0.0
cloud_provider,enterprise_tech,p0_t3_e0,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,4.953125,4.953125,1,1,4.2421875,4.2421875,2.562490463256836,1.851552963256836,2.562490463256836,1.851552963256836,0.0,0.0
cloud_provider,enterprise_tech,p0_t3_e1,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,5.0,5.0,1,1,4.2421875,4.2421875,2.5625,1.8046875,2.5625,1.8046875,0.0,0.0
cloud_provider,enterprise_tech,p0_t3_e2,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,4.171875,4.171875,1,1,4.2421875,4.2421875,2.874998092651367,2.945310592651367,2.874998092651367,2.945310592651367,0.0,0.0
cloud_provider,enterprise_tech,p0_t3_e3,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,4.2265625,4.2265625,1,1,4.2421875,4.2421875,0.8124980926513672,0.8281230926513672,0.8124980926513672,0.8281230926513672,0.0,0.0
cloud_provider,enterprise_tech,p0_t4_e0,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,3.5665283203125,3.5665283203125,1,1,4.2421875,4.2421875,-1.3593769073486328,-0.6837177276611328,-1.3593769073486328,-0.6837177276611328,0.0,0.0
cloud_provider,enterprise_tech,p0_t4_e1,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,3.521484375,3.521484375,1,1,4.2421875,4.2421875,-1.3593807220458984,-0.6386775970458984,-1.3593807220458984,-0.6386775970458984,0.0,0.0
cloud_provider,enterprise_tech,p0_t4_e2,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,3.73828125,3.73828125,1,1,4.2421875,4.2421875,-1.4687538146972656,-0.9648475646972656,-1.4687538146972656,-0.9648475646972656,0.0,0.0
cloud_provider,enterprise_tech,p0_t4_e3,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,3.75390625,3.75390625,1,1,4.2421875,4.2421875,-1.5312519073486328,-1.0429706573486328,-1.5312519073486328,-1.0429706573486328,0.0,0.0
cloud_provider,enterprise_tech,p1_t0_e0,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,6.843750953674316,6.843750953674316,1,1,4.2421875,4.2421875,8.485718727111816,5.8841552734375,8.485718727111816,5.8841552734375,0.0,0.0
cloud_provider,enterprise_tech,p1_t0_e1,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,6.1875,6.1875,1,1,4.2421875,4.2421875,6.548215866088867,4.602903366088867,6.548215866088867,4.602903366088867,0.0,0.0
cloud_provider,enterprise_tech,p1_t0_e2,AWS,GCP,25,0.4,0.6,0.0,1.0,0.0,-0.3125,-0.3125,1,1,4.2421875,4.2421875,6.356723785400391,10.91141128540039,6.356723785400391,10.91141128540039,-0.6,0.6
cloud_provider,enterprise_tech,p1_t0_e3,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,4.953125,4.953125,1,1,4.2421875,4.2421875,3.2495079040527344,2.5385704040527344,3.2495079040527344,2.5385704040527344,0.0,0.0
cloud_provider,enterprise_tech,p1_t1_e0,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,7.812500953674316,7.812500953674316,1,1,4.2421875,4.2421875,11.308245658874512,7.737932205200195,11.308245658874512,7.737932205200195,0.0,0.0
cloud_provider,enterprise_tech,p1_t1_e1,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,9.937500953674316,9.937500953674316,1,1,4.2421875,4.2421875,13.021933555603027,7.326620101928711,13.021933555603027,7.326620101928711,0.0,0.0
cloud_provider,enterprise_tech,p1_t1_e2,AWS,GCP,25,0.68,0.32,0.0,1.0,0.0,1.5625,1.5625,1,1,4.2421875,4.2421875,5.610538482666016,8.290225982666016,5.610538482666016,8.290225982666016,-0.31999999999999995,0.32
cloud_provider,enterprise_tech,p1_t1_e3,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,9.4375,9.4375,1,1,4.2421875,4.2421875,13.393350601196289,8.198038101196289,13.393350601196289,8.198038101196289,0.0,0.0
cloud_provider,enterprise_tech,p1_t2_e0,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,5.500000953674316,5.500000953674316,1,1,4.2421875,4.2421875,9.558648109436035,8.300834655761719,9.558648109436035,8.300834655761719,0.0,0.0
cloud_provider,enterprise_tech,p1_t2_e1,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,11.749999046325684,11.749999046325684,1,1,4.2421875,4.2421875,14.940728187561035,7.432916641235352,14.940728187561035,7.432916641235352,0.0,0.0
cloud_provider,enterprise_tech,p1_t2_e2,AWS,GCP,25,0.28,0.72,0.0,1.0,0.0,-0.625,-0.625,1,1,4.2421875,4.2421875,5.217466354370117,10.084653854370117,5.217466354370117,10.084653854370117,-0.72,0.72
cloud_provider,enterprise_tech,p1_t2_e3,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,5.8125,5.8125,1,1,4.2421875,4.2421875,8.90974235534668,7.33942985534668,8.90974235534668,7.33942985534668,0.0,0.0
cloud_provider,enterprise_tech,p1_t3_e0,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,6.5625,6.5625,1,1,4.2421875,4.2421875,9.558860778808594,7.238548278808594,9.558860778808594,7.238548278808594,0.0,0.0
cloud_provider,enterprise_tech,p1_t3_e1,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,5.5,5.5,1,1,4.2421875,4.2421875,5.562311172485352,4.304498672485352,5.562311172485352,4.304498672485352,0.0,0.0
cloud_provider,enterprise_tech,p1_t3_e2,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,2.125,2.125,1,1,4.2421875,4.2421875,1.4374313354492188,3.5546188354492188,1.4374313354492188,3.5546188354492188,0.0,0.0
cloud_provider,enterprise_tech,p1_t3_e3,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,5.59375,5.59375,1,1,4.2421875,4.2421875,5.622797012329102,4.271234512329102,5.622797012329102,4.271234512329102,0.0,0.0
cloud_provider,enterprise_tech,p1_t4_e0,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,3.765625,3.765625,1,1,4.2421875,4.2421875,0.8124103546142578,1.2889728546142578,0.8124103546142578,1.2889728546142578,0.0,0.0
cloud_provider,enterprise_tech,p1_t4_e1,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,4.609375,4.609375,1,1,4.2421875,4.2421875,1.9998741149902344,1.6326866149902344,1.9998741149902344,1.6326866149902344,0.0,0.0
cloud_provider,enterprise_tech,p1_t4_e2,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,3.140625,3.140625,1,1,4.2421875,4.2421875,0.906158447265625,2.007720947265625,0.906158447265625,2.007720947265625,0.0,0.0
cloud_provider,enterprise_tech,p1_t4_e3,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,3.9140625,3.9140625,1,1,4.2421875,4.2421875,-0.43750953674316406,-0.10938453674316406,-0.43750953674316406,-0.10938453674316406,0.0,0.0
cloud_provider,enterprise_tech,p2_t0_e0,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,3.4375,3.4375,1,1,4.2421875,4.2421875,0.5312366485595703,1.3359241485595703,0.5312366485595703,1.3359241485595703,0.0,0.0
cloud_provider,enterprise_tech,p2_t0_e1,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,4.140625,4.140625,1,1,4.2421875,4.2421875,0.9687480926513672,1.0703105926513672,0.9687480926513672,1.0703105926513672,0.0,0.0
cloud_provider,enterprise_tech,p2_t0_e2,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,2.90625,2.90625,1,1,4.2421875,4.2421875,-0.9375019073486328,0.3984355926513672,-0.9375019073486328,0.3984355926513672,0.0,0.0
cloud_provider,enterprise_tech,p2_t0_e3,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,3.734375,3.734375,1,1,4.2421875,4.2421875,-0.4062519073486328,0.10156059265136719,-0.4062519073486328,0.10156059265136719,0.0,0.0
cloud_provider,enterprise_tech,p2_t1_e0,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,7.75,7.75,1,1,4.2421875,4.2421875,4.937477111816406,1.4296646118164062,4.937477111816406,1.4296646118164062,0.0,0.0
cloud_provider,enterprise_tech,p2_t1_e1,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,7.8046875,7.8046875,1,1,4.2421875,4.2421875,4.562496185302734,0.9999961853027344,4.562496185302734,0.9999961853027344,0.0,0.0
cloud_provider,enterprise_tech,p2_t1_e2,AWS,GCP,25,0.52,0.48,0.0,1.0,0.0,4.53125,4.53125,1,1,4.2421875,4.2421875,3.687480926513672,3.398418426513672,3.687480926513672,3.398418426513672,-0.48,0.48
cloud_provider,enterprise_tech,p2_t1_e3,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,6.21875,6.21875,1,1,4.2421875,4.2421875,2.1875,0.2109375,2.1875,0.2109375,0.0,0.0
cloud_provider,enterprise_tech,p2_t2_e0,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,7.734375,7.734375,1,1,4.2421875,4.2421875,5.249946594238281,1.7577590942382812,5.249946594238281,1.7577590942382812,0.0,0.0
cloud_provider,enterprise_tech,p2_t2_e1,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,7.984375,7.984375,1,1,4.2421875,4.2421875,4.562494277954102,0.8203067779541016,4.562494277954102,0.8203067779541016,0.0,0.0
cloud_provider,enterprise_tech,p2_t2_e2,AWS,GCP,25,0.0,1.0,0.0,1.0,0.0,3.09375,3.09375,1,1,4.2421875,4.2421875,2.7499942779541016,3.8984317779541016,2.7499942779541016,3.8984317779541016,-1.0,1.0
cloud_provider,enterprise_tech,p2_t2_e3,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,7.421875,7.421875,1,1,4.2421875,4.2421875,4.499967575073242,1.3202800750732422,4.499967575073242,1.3202800750732422,0.0,0.0
cloud_provider,enterprise_tech,p2_t3_e0,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,6.2109375,6.2109375,1,1,4.2421875,4.2421875,2.406248092651367,0.4374980926513672,2.406248092651367,0.4374980926513672,0.0,0.0
cloud_provider,enterprise_tech,p2_t3_e1,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,7.953125,7.953125,1,1,4.2421875,4.2421875,4.812480926513672,1.1015434265136719,4.812480926513672,1.1015434265136719,0.0,0.0
cloud_provider,enterprise_tech,p2_t3_e2,AWS,GCP,25,0.0,1.0,0.0,1.0,0.0,2.5625,2.5625,1,1,4.2421875,4.2421875,1.9374942779541016,3.6171817779541016,1.9374942779541016,3.6171817779541016,-1.0,1.0
cloud_provider,enterprise_tech,p2_t3_e3,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,6.3984375,6.3984375,1,1,4.2421875,4.2421875,3.0,0.84375,3.0,0.84375,0.0,0.0
cloud_provider,enterprise_tech,p2_t4_e0,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,3.986572265625,3.986572265625,1,1,4.2421875,4.2421875,-0.9062557220458984,-0.6506404876708984,-0.9062557220458984,-0.6506404876708984,0.0,0.0
cloud_provider,enterprise_tech,p2_t4_e1,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,4.37890625,4.37890625,1,1,4.2421875,4.2421875,-0.96875,-1.10546875,-0.96875,-1.10546875,0.0,0.0
cloud_provider,enterprise_tech,p2_t4_e2,AWS,GCP,25,0.96,0.04,0.0,1.0,0.0,3.8154296875,3.8154296875,1,1,4.2421875,4.2421875,-1.2031288146972656,-0.7763710021972656,-1.2031288146972656,-0.7763710021972656,-0.040000000000000036,0.04
cloud_provider,enterprise_tech,p2_t4_e3,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,4.21484375,4.21484375,1,1,4.2421875,4.2421875,-1.1562519073486328,-1.1289081573486328,-1.1562519073486328,-1.1289081573486328,0.0,0.0
cloud_provider,enterprise_tech,p3_t0_e0,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,3.8125,3.8125,1,1,4.2421875,4.2421875,1.687337875366211,2.117025375366211,1.687337875366211,2.117025375366211,0.0,0.0
cloud_provider,enterprise_tech,p3_t0_e1,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,4.65625,4.65625,1,1,4.2421875,4.2421875,3.8739585876464844,3.4598960876464844,3.8739585876464844,3.4598960876464844,0.0,0.0
cloud_provider,enterprise_tech,p3_t0_e2,AWS,GCP,25,0.44,0.56,0.0,1.0,0.0,2.203125,2.203125,1,1,4.2421875,4.2421875,0.4687175750732422,2.507780075073242,0.4687175750732422,2.507780075073242,-0.56,0.56
cloud_provider,enterprise_tech,p3_t0_e3,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,4.046875,4.046875,1,1,4.2421875,4.2421875,1.6559104919433594,1.8512229919433594,1.6559104919433594,1.8512229919433594,0.0,0.0
cloud_provider,enterprise_tech,p3_t1_e0,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,6.65625,6.65625,1,1,4.2421875,4.2421875,5.934469223022461,3.520406723022461,5.934469223022461,3.520406723022461,0.0,0.0
cloud_provider,enterprise_tech,p3_t1_e1,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,9.15625,9.15625,1,1,4.2421875,4.2421875,9.545368194580078,4.631305694580078,9.545368194580078,4.631305694580078,0.0,0.0
cloud_provider,enterprise_tech,p3_t1_e2,AWS,GCP,25,0.0,1.0,0.0,1.0,0.0,2.8125,2.8125,1,1,4.2421875,4.2421875,5.935400009155273,7.365087509155273,5.935400009155273,7.365087509155273,-1.0,1.0
cloud_provider,enterprise_tech,p3_t1_e3,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,7.75,7.75,1,1,4.2421875,4.2421875,7.80815315246582,4.30034065246582,7.80815315246582,4.30034065246582,0.0,0.0
cloud_provider,enterprise_tech,p3_t2_e0,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,6.234375,6.234375,1,1,4.2421875,4.2421875,4.187465667724609,2.1952781677246094,4.187465667724609,2.1952781677246094,0.0,0.0
cloud_provider,enterprise_tech,p3_t2_e1,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,5.78125,5.78125,1,1,4.2421875,4.2421875,3.312469482421875,1.773406982421875,3.312469482421875,1.773406982421875,0.0,0.0
cloud_provider,enterprise_tech,p3_t2_e2,AWS,GCP,25,0.04,0.96,0.0,1.0,0.0,3.125,3.125,1,1,4.2421875,4.2421875,3.562490463256836,4.679677963256836,3.562490463256836,4.679677963256836,-0.96,0.96
cloud_provider,enterprise_tech,p3_t2_e3,AWS,GCP,25,0.96,0.04,0.0,1.0,0.0,5.109375,5.109375,1,1,4.2421875,4.2421875,2.2499942779541016,1.3828067779541016,2.2499942779541016,1.3828067779541016,-0.040000000000000036,0.04
cloud_provider,enterprise_tech,p3_t3_e0,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,5.390625,5.390625,1,1,4.2421875,4.2421875,2.3437347412109375,1.1952972412109375,2.3437347412109375,1.1952972412109375,0.0,0.0
cloud_provider,enterprise_tech,p3_t3_e1,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,5.9140625,5.9140625,1,1,4.2421875,4.2421875,2.249979019165039,0.5781040191650391,2.249979019165039,0.5781040191650391,0.0,0.0
cloud_provider,enterprise_tech,p3_t3_e2,AWS,GCP,25,0.56,0.44,0.0,1.0,0.0,3.796875,3.796875,1,1,4.2421875,4.2421875,2.2187347412109375,2.6640472412109375,2.2187347412109375,2.6640472412109375,-0.43999999999999995,0.44
cloud_provider,enterprise_tech,p3_t3_e3,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,5.8125,5.8125,1,1,4.2421875,4.2421875,3.9372997283935547,2.3669872283935547,3.9372997283935547,2.3669872283935547,0.0,0.0
cloud_provider,enterprise_tech,p3_t4_e0,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,3.90625,3.90625,1,1,4.2421875,4.2421875,-0.5937538146972656,-0.2578163146972656,-0.5937538146972656,-0.2578163146972656,0.0,0.0
cloud_provider,enterprise_tech,p3_t4_e1,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,4.35546875,4.35546875,1,1,4.2421875,4.2421875,-0.15625,-0.26953125,-0.15625,-0.26953125,0.0,0.0
cloud_provider,enterprise_tech,p3_t4_e2,AWS,GCP,25,0.84,0.16,0.0,1.0,0.0,4.1328125,4.1328125,1,1,4.2421875,4.2421875,0.1875,0.296875,0.1875,0.296875,-0.16000000000000003,0.16
cloud_provider,enterprise_tech,p3_t4_e3,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,4.53125,4.53125,1,1,4.2421875,4.2421875,0.3749980926513672,0.08593559265136719,0.3749980926513672,0.08593559265136719,0.0,0.0
cloud_provider,enterprise_tech,p4_t0_e0,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,7.6875,7.6875,1,1,4.2421875,4.2421875,10.374990463256836,6.929677963256836,10.374990463256836,6.929677963256836,0.0,0.0
cloud_provider,enterprise_tech,p4_t0_e1,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,8.874999046325684,8.874999046325684,1,1,4.2421875,4.2421875,10.937491416931152,6.304679870605469,10.937491416931152,6.304679870605469,0.0,0.0
cloud_provider,enterprise_tech,p4_t0_e2,AWS,GCP,25,0.16,0.84,0.0,1.0,0.0,1.0,1.0,1,1,4.2421875,4.2421875,11.812480926513672,15.054668426513672,11.812480926513672,15.054668426513672,-0.84,0.84
cloud_provider,enterprise_tech,p4_t0_e3,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,8.3125,8.3125,1,1,4.2421875,4.2421875,10.437496185302734,6.367183685302734,10.437496185302734,6.367183685302734,0.0,0.0
cloud_provider,enterprise_tech,p4_t1_e0,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,11.062499046325684,11.062499046325684,1,1,4.2421875,4.2421875,14.3123140335083,7.492002487182617,14.3123140335083,7.492002487182617,0.0,0.0
cloud_provider,enterprise_tech,p4_t1_e1,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,10.468749046325684,10.468749046325684,1,1,4.2421875,4.2421875,10.562359809875488,4.335798263549805,10.562359809875488,4.335798263549805,0.0,0.0
cloud_provider,enterprise_tech,p4_t1_e2,AWS,GCP,25,0.92,0.08,0.0,1.0,0.0,3.750000476837158,3.750000476837158,1,1,4.2421875,4.2421875,16.31120538711548,16.80339241027832,16.31120538711548,16.80339241027832,-0.07999999999999996,0.08
cloud_provider,enterprise_tech,p4_t1_e3,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,11.25,11.25,1,1,4.2421875,4.2421875,15.062101364135742,8.054288864135742,15.062101364135742,8.054288864135742,0.0,0.0
cloud_provider,enterprise_tech,p4_t2_e0,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,12.500000476837158,12.500000476837158,1,1,4.2421875,4.2421875,16.810797214508057,8.552984237670898,16.810797214508057,8.552984237670898,0.0,0.0
cloud_provider,enterprise_tech,p4_t2_e1,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,11.84375,11.84375,1,1,4.2421875,4.2421875,11.437492370605469,3.8359298706054688,11.437492370605469,3.8359298706054688,0.0,0.0
cloud_provider,enterprise_tech,p4_t2_e2,AWS,GCP,25,0.96,0.04,0.0,1.0,0.0,4.500000953674316,4.500000953674316,1,1,4.2421875,4.2421875,9.812500953674316,9.5546875,9.812500953674316,9.5546875,-0.040000000000000036,0.04
cloud_provider,enterprise_tech,p4_t2_e3,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,13.187500238418579,13.187500238418579,1,1,4.2421875,4.2421875,19.291933298110962,10.346620559692383,19.291933298110962,10.346620559692383,0.0,0.0
cloud_provider,enterprise_tech,p4_t3_e0,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,8.124999046325684,8.124999046325684,1,1,4.2421875,4.2421875,7.437500953674316,3.554689407348633,7.437500953674316,3.554689407348633,0.0,0.0
cloud_provider,enterprise_tech,p4_t3_e1,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,9.390624046325684,9.390624046325684,1,1,4.2421875,4.2421875,8.187500953674316,3.039064407348633,8.187500953674316,3.039064407348633,0.0,0.0
cloud_provider,enterprise_tech,p4_t3_e2,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,5.5,5.5,1,1,4.2421875,4.2421875,9.0,7.7421875,9.0,7.7421875,0.0,0.0
cloud_provider,enterprise_tech,p4_t3_e3,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,8.96875,8.96875,1,1,4.2421875,4.2421875,8.375001907348633,3.648439407348633,8.375001907348633,3.648439407348633,0.0,0.0
cloud_provider,enterprise_tech,p4_t4_e0,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,8.03125,8.03125,1,1,4.2421875,4.2421875,5.812501907348633,2.023439407348633,5.812501907348633,2.023439407348633,0.0,0.0
cloud_provider,enterprise_tech,p4_t4_e1,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,5.734375,5.734375,1,1,4.2421875,4.2421875,1.8750019073486328,0.3828144073486328,1.8750019073486328,0.3828144073486328,0.0,0.0
cloud_provider,enterprise_tech,p4_t4_e2,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,5.0625,5.0625,1,1,4.2421875,4.2421875,3.7500038146972656,2.9296913146972656,3.7500038146972656,2.9296913146972656,0.0,0.0
cloud_provider,enterprise_tech,p4_t4_e3,AWS,GCP,25,1.0,0.0,0.0,1.0,0.0,6.16796875,6.16796875,1,1,4.2421875,4.2421875,2.031251907348633,0.10547065734863281,2.031251907348633,0.10547065734863281,0.0,0.0
container_orchestration,enterprise_tech,p0_t0_e0,Kubernetes,Nomad,25,1.0,0.0,0.0,1.0,0.0,6.04296875,6.04296875,1,1,6.8125,6.8125,2.796712875366211,3.566244125366211,2.796712875366211,3.566244125366211,0.0,0.0
container_orchestration,enterprise_tech,p0_t0_e1,Kubernetes,Nomad,25,0.56,0.44,0.0,1.0,0.0,4.52734375,4.52734375,1,1,6.8125,6.8125,1.203012466430664,3.488168716430664,1.203012466430664,3.488168716430664,-0.43999999999999995,0.44
container_orchestration,enterprise_tech,p0_t0_e2,Kubernetes,Nomad,25,1.0,0.0,0.0,1.0,0.0,7.90234375,7.90234375,1,1,6.8125,6.8125,3.6718502044677734,2.5820064544677734,3.6718502044677734,2.5820064544677734,0.0,0.0
container_orchestration,enterprise_tech,p0_t0_e3,Kubernetes,Nomad,25,0.04,0.96,0.0,1.0,0.0,4.78515625,4.78515625,1,1,6.8125,6.8125,0.2343597412109375,2.2617034912109375,0.2343597412109375,2.2617034912109375,-0.96,0.96
container_orchestration,enterprise_tech,p0_t1_e0,Kubernetes,Nomad,25,1.0,0.0,0.0,1.0,0.0,9.83984375,9.83984375,1,1,6.8125,6.8125,6.483800888061523,3.4564571380615234,6.483800888061523,3.4564571380615234,0.0,0.0
container_orchestration,enterprise_tech,p0_t1_e1,Kubernetes,Nomad,25,0.08,0.92,0.0,1.0,0.0,5.75,5.75,1,1,6.8125,6.8125,5.544313430786133,6.606813430786133,5.544313430786133,6.606813430786133,-0.92,0.92
container_orchestration,enterprise_tech,p0_t1_e2,Kubernetes,Nomad,25,1.0,0.0,0.0,1.0,0.0,8.88720703125,8.88720703125,1,1,6.8125,6.8125,4.7967376708984375,2.7220306396484375,4.7967376708984375,2.7220306396484375,0.0,0.0
container_orchestration,enterprise_tech,p0_t1_e3,Kubernetes,Nomad,25,0.12,0.88,0.0,1.0,0.0,5.46875,5.46875,1,1,6.8125,6.8125,4.606782913208008,5.950532913208008,4.606782913208008,5.950532913208008,-0.88,0.88
container_orchestration,enterprise_tech,p0_t2_e0,Kubernetes,Nomad,25,1.0,0.0,0.0,1.0,0.0,7.625,7.625,1,1,6.8125,6.8125,5.421857833862305,4.609357833862305,5.421857833862305,4.609357833862305,0.0,0.0
container_orchestration,enterprise_tech,p0_t2_e1,Kubernetes,Nomad,25,0.56,0.44,0.0,1.0,0.0,5.046875,5.046875,1,1,6.8125,6.8125,3.1718482971191406,4.937473297119141,3.1718482971191406,4.937473297119141,-0.43999999999999995,0.44
